time_s,roll_deg,pitch_deg,yaw_deg,gyro_x_dps,gyro_y_dps,gyro_z_dps
0.27188611030578613,0.795,1.312,-166.107,-0.305,0.183,1.892
0.2769019603729248,0.795,1.311,-166.106,-0.305,0.244,1.892
0.28169703483581543,0.795,1.311,-166.106,-0.366,0.305,1.892
0.2866861820220947,0.794,1.311,-166.105,-0.366,0.244,1.892
0.291823148727417,0.794,1.312,-166.105,-0.427,0.183,1.831
0.2968418598175049,0.794,1.312,-166.106,-0.427,0.183,1.831
0.3017430305480957,0.794,1.312,-166.106,-0.427,0.183,1.831
0.3067500591278076,0.794,1.312,-166.106,-0.427,0.305,1.953
0.311830997467041,0.794,1.312,-166.106,-0.366,0.305,1.953
0.31675004959106445,0.794,1.311,-166.105,-0.305,0.305,1.953
0.32171010971069336,0.795,1.311,-166.105,-0.305,0.244,1.953
0.3268930912017822,0.795,1.311,-166.105,-0.305,0.244,1.892
0.33182716369628906,0.796,1.311,-166.105,-0.305,0.305,1.892
0.33682703971862793,0.796,1.312,-166.105,-0.427,0.183,1.892
0.3427131175994873,0.796,1.312,-166.105,-0.427,0.305,1.892
0.34683895111083984,0.796,1.312,-166.106,-0.366,0.244,1.831
0.351823091506958,0.796,1.312,-166.106,-0.366,0.244,1.892
0.35681605339050293,0.796,1.312,-166.106,-0.305,0.244,1.892
0.36181116104125977,0.797,1.313,-166.106,-0.305,0.244,1.892
0.3664839267730713,0.797,1.313,-166.106,-0.305,0.244,1.892
0.3718240261077881,0.797,1.313,-166.106,-0.366,0.244,1.892
0.37652087211608887,0.797,1.313,-166.106,-0.366,0.305,1.892
0.381803035736084,0.797,1.313,-166.106,-0.366,0.305,1.892
0.38647007942199707,0.797,1.312,-166.106,-0.427,0.305,1.892
0.391834020614624,0.797,1.312,-166.106,-0.427,0.244,1.831
0.39679598808288574,0.797,1.312,-166.107,-0.366,0.244,1.831
0.40184688568115234,0.797,1.312,-166.107,-0.366,0.244,1.831
0.4064629077911377,0.797,1.313,-166.107,-0.305,0.244,1.831
0.4115281105041504,0.798,1.313,-166.107,-0.366,0.244,1.892
0.41649603843688965,0.798,1.313,-166.107,-0.366,0.244,1.892
0.42157602310180664,0.799,1.312,-166.107,-0.366,0.244,1.892
0.4266500473022461,0.799,1.312,-166.108,-0.366,0.244,1.892
0.43181300163269043,0.799,1.313,-166.108,-0.366,0.244,1.892
0.4367821216583252,0.8,1.313,-166.108,-0.366,0.244,1.892
0.4414529800415039,0.8,1.314,-166.109,-0.366,0.244,1.892
